﻿﻿﻿﻿﻿﻿﻿﻿Title,PostURL,CompanyName,CompanyURL,Expire Date,Location,Career Requirement,Education Requirement,Job Type
연구개발본부 IT연구/CO2 시스템/시스템제어연구 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45297485&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)파나시아,https://www.saramin.co.kr/zf_us﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿er/company-info/view?csn=ZGlWVXVZNmZPUlNqbFA0eTVDT0x3Zz09,오늘마감,부산 강서구,신입·경력,대졸↑,정규직
[취업률 81.6%] 채용연계형 이공계 연수사업 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45389690&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,한국정보기술연구원,https://www.saramin.co.kr/zf_user/company-info/view?csn=NEJ2cXQ3VWNoSWUvUkljVS9lNmVWQT09,~ 04/09(일),서울 구로구,신입·경력,초대졸↑,교육생
2023년 상반기 신입/경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45006627&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,슈어소프트테크(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bjd5WjB2KzFrdE12OXllL09DdmhTQT09,~ 04/08(토),경기 성남시 수정구,신입·경력,초대졸↑,정규직
[신입/경력] 소프트웨어(SW) 우수인재 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45326175&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)제노레이,https://www.saramin.co.kr/zf_user/company-info/view?csn=VXB1dWVBT1pGK1luWEhkczExbzlHZz09,~ 05/21(일),서울 강남구,경력무관,대졸↑,정규직
데이터 분석 및 기획 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45333770&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,나이스디앤알(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=Qy92VEwvS0ViYVZLeXJTUXZuVEtoZz09,~ 04/21(금),서울 서대문구,경력 5~15년,대졸↑,정규직
[NHN크로센트] 각 분야별 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45121348&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,엔에이치엔크로센트(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=L3lGbUkrYmU0bWxBSGtpUzJFcjRIQT09,~ 04/23(일),서울 서초구,신입·경력,대졸↑,정규직
웹 서비스 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45322305&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,코아인텍(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=Rk82RXlNS1hxNmk2MFpSa1RKelJIdz09,채용시,서울 영등포구,경력무관,학력무관,정규직
[주4.5일근무] 인공지능연구소 딥러닝 연구개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45370592&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)인라이플,https://www.saramin.co.kr/zf_user/company-info/view?csn=UVQ4U1R6ZmlFbWp2YVZodkNWRlcvQT09,~ 05/28(일),서울 구로구,경력무관,학력무관,정규직
데이터 엔지니어(BI 개발자) 채용 (신입·경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45192949&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,㈜칸테크,https://www.saramin.co.kr/zf_user/company-info/view?csn=VFpSemlvYSt4dW0wT0hzL0tvNXRFdz09,~ 04/05(수),서울 금천구,경력무관,초대졸↑,정규직
[현대차그룹 스핀오프] (영상처리) 딥러닝 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45300864&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)보다에이아이,https://www.saramin.co.kr/zf_user/company-info/view?csn=L05Kd1RiVjhidUlBZkFFVHpTNUpPUT09,상시채용,서울 서초구,경력무관,학력무관,정규직
[(주)시큐레이어] 기술연구소 상반기 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx﻿﻿﻿﻿﻿﻿﻿﻿﻿=45019492&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)시큐레이어,https://www.saramin.co.kr/zf_user/company-info/view?csn=dU5oN2pPTUsrTUt6TGZOOTBCVE8wQT09,~ 04/10(월),서울 성동구,경력무관,학력무관,정규직
웹개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44499732&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)모니터랩,https://www.saramin.co.kr/zf_user/company-info/view?csn=cVlDKzhHRzZ1NnJhN2R3bWU2c25NZz09,상시채용,서울전체,신입·경력,대졸↑,정규직
"(주)스쿨버스 백엔드(Node) 개발자, 클라(Flutter) 개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45268731&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)스쿨버스,https://www.saramin.co.kr/zf_user/company-info/view?csn=bDlWMWlMSHVYMnJPZllxSGxWeHA4UT09,~ 05/14(일),서울 마포구,경력무관,학력무관,정규직
[AI반도체] 딥엑스 반도체 H/W 엔지니어 [전문연구요원 포함],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45342060&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)딥엑스,https://www.saramin.co.kr/zf_user/company-info/view?csn=VlNsVktvTUtSb05RazBvUVdDOHBaQT09,상시채용,경기 성남시 분당구,경력무관,대졸↑,정규직
코아인텍 백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45323631&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,코아인텍(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=Rk82RXlNS1hxNmk2MFpSa1RKelJIdz09,~ 05/31(수),서울전체,신입·경력,고졸↑,정규직
[미소정보기술] 데이터분석 인턴채용 (인문계열우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45360930&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)미소정보기술,https://www.saramin.co.kr/zf_user/company-info/view?csn=WGtOdEdLYllNNmQ2SzlNR0FRcW5udz09,~ 05/27(토),서울 강남구,경력무관,초대졸↑,인턴직
"개발이 좋은 개발자 (경력자, 배워서 가능 하신 분 우대)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45146988&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,㈜레피아,https://www.saramin.co.kr/zf_user/company-info/view?csn=MWFWNytwdGZFdGxyNWJsUnQxcHZ0QT09,~ 04/28(금),서울 성동구,경력무관,대졸↑,정규직
"[울산] 데이터분석(시계열 데이터 분석, Data Scientist)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44865957&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)인터엑스,https://www.saramin.co.kr/zf_user/company-info/view?csn=RkNKUHpoSTZXY0ZNeENqa0dKR3Nwdz09,상시채용,울산 중구,경력 2~5년,학력무관,정규직
클라우드/가상화 시스템 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45335768&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,나무기술(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=NDBGZkpra054R2laMmdrU2NTZEl5dz09,~ 04/07(금),서울 강서구,신입·경력,초대졸↑,정규직
[패스오더] 급성장중인 스타트업 '데이터 엔지니어' 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45068977&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)페이타랩,https://www.saramin.co.kr/zf_user/company-info/view?csn=ekJOVENHa0p0TzdoaTVQVHVpY3Vydz09,~ 04/16(일),부산 부산진구,경력�﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿�관,고졸↑,정규직·계약직
백엔드개발 및 AI개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45393220&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)타날리시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=TFYrVDJCd1ZVTUVBSjZXZ3FLYXVJdz09,~ 04/15(토),서울 강남구,경력,초대졸↑,정규직
[NDSOFT] 23년도 상반기 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45381483&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)엔디소프트,https://www.saramin.co.kr/zf_user/company-info/view?csn=NFQrYk5na044QzNkWDFSYXE4SWIxdz09,~ 05/29(월),부산 해운대구,경력무관,학력무관,정규직
클라우드엔지니어/서비스 보안/IT인프라/클라우드 운영관리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45263768&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,디딤365(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=U0t4b2w4ZjNTd0dDQWZDYzh4WGZmdz09,채용시,서울 금천구,신입·경력,초대졸↑,정규직
[패스오더] 급성장중인 스타트업 '그로스 마케터' 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45068962&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)페이타랩,https://www.saramin.co.kr/zf_user/company-info/view?csn=ekJOVENHa0p0TzdoaTVQVHVpY3Vydz09,~ 04/16(일),부산 강서구,경력무관,학력무관,정규직·계약직
[NDSOFT] 2023년도 상반기 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45380382&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=dd3ea924-6c51-4d42-b2b2-3655bda679f7,(주)엔디소프트,https://www.saramin.co.kr/zf_user/company-info/view?csn=NFQrYk5na044QzNkWDFSYXE4SWIxdz09,~ 05/29(월),서울 강남구,경력무관,학력무관,정규직
[판교/로보틱스] Robot Control Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45298265&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)아데코코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0hPQnFNWTdWS1Q4WjMxaFBDOFJJdz09,내일마감,경기 성남시 분당구,경력3년↑,대졸↑,정규직
[시스템팀] IDC 시스템 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45053865&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,카페24(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=NVo3dldwcDZ2NFZzQStBTlFkMHh3Zz09,상시채용,서울 양천구,경력무관,학력무관,정규직
[오로스테크놀로지] Software Engineer 신입/경력사원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45213935&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)오로스테크놀로지,https://www.saramin.co.kr/zf_user/company-info/view?csn=T3k3OC9GRmpTa2JCRTRpdEtudXZoZz09,~ 04/07(금),경기 화성시,신입·경력,대졸↑,정규직
"경복대학교 대학본부(직원,조교) 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45394021&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(학)경복대학교,https://www.saramin.co.kr/zf_user/company-info/view?csn=c0dVd2pQNG8zV1cwRFB5RklZWGdsQT09,~ 04/12(수),경기 남양주시,경력무관,학력무관,정규직·계약직
시너스텍(주) S/W팀 수시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45354638&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,시�﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿��스텍(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=THltTUxtVXpTSDg5aExkV3pGR2UzZz09,~ 04/09(일),경기 성남시 분당구,신입·경력,대졸↑,정규직
Senior QA Engineer - 야놀자클라우드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45206755&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)야놀자,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZkFWZ1JJR0Fudmd3eER6QzN1SE1Edz09,상시채용,서울 강남구,경력 7~12년,학력무관,정규직
[판교]CAE 소프트웨어 개발 / 엔지니어 모집 (전문연구요원가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45380291&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,펑션베이㈜,https://www.saramin.co.kr/zf_user/company-info/view?csn=RHJSKzE3dU9JSXhrMmlQajYvNHFQdz09,~ 04/16(일),경기 성남시 분당구,신입·경력,대졸↑,정규직
DevOps Engineer - Infra,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45127706&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)야놀자,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZkFWZ1JJR0Fudmd3eER6QzN1SE1Edz09,상시채용,서울 강남구,경력5년↑,학력무관,정규직
[GS ITM] IT엔지니어_JAVA개발자(SI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42362419&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)지에스아이티엠,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZmRyMU9neEx0WTN4QmdYT25ibXpyZz09,상시채용,서울전체,경력 3~15년,학력무관,정규직
[네오플][서울지사][AK] 게임밸런싱 기획자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45222750&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,㈜네오플,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWdtMUFGWDUyOTJHdGxmdTM1dWtZdz09,채용시,서울 강남구,경력무관,학력무관,정규직
한국생산기술연구원(경산) 연구별정 및 학연과정 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45347049&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,한국생산기술연구원,https://www.saramin.co.kr/zf_user/company-info/view?csn=VUJpTWlrTkhPLyttY3pwKzNmdkJQdz09,~ 04/07(금),경북 경산시,경력무관,학력무관,아르바이트
2023년 제 3차 서울시 관악복합평생교육센터 강사 공개모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45405428&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,관악평생학습공간,https://www.saramin.co.kr/zf_user/company-info/view?csn=NkVHKzFVV3Zob2V3M3FLaXFmNWE2UT09,~ 04/18(화),서울 관악구,경력무관,학력무관,프리랜서
DBA (DataBase Administrator),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45236226&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)야놀자,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZkFWZ1JJR0Fudmd3eER6QzN1SE1Edz09,~ 04/09(일),서울 강남구,경력3년↑,학력무관,정규직
"[YES24]Windows, Linux 서버 운영 및 관리 경력직(정규직)채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45405786&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,예스이십사(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bHdyUGxOQjVzNlBPbFpCT0YvakRPQT09,~ 05/01(월),서울 영등포구,경력5년↑,초대졸↑,정규직
R&D부문 차세대SW 개발 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?vie﻿﻿﻿﻿﻿﻿﻿﻿﻿w_type=search&rec_idx=45237382&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,한국알박(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=dGErMGVPRDdzTmFudG1FY1RWSXkrUT09,상시채용,경기전체,경력 5~15년,대졸↑,정규직
[자율주행/서울] Perception Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45298387&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)아데코코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0hPQnFNWTdWS1Q4WjMxaFBDOFJJdz09,내일마감,서울 강남구,경력무관,대졸↑,정규직
(주)인터엠 연구소 부문별 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45177696&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)인터엠,https://www.saramin.co.kr/zf_user/company-info/view?csn=NmRTK0xoMXhqb0UyTGRCcGM0QzgrUT09,~ 05/02(화),서울 도봉구,경력무관,초대졸↑,정규직
데이터 분석가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45400906&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,콘센트릭스서비스코리아(유),https://www.saramin.co.kr/zf_user/company-info/view?csn=QXNKajBuOC9JK1cvUzZOZmVoZ1lUQT09,상시채용,서울 강남구,경력 5~15년,대졸↑,정규직
최적화 알고리즘 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44844052&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,씨제이대한통운(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=UzN4WTdHK01welRxYklIVFRLWE12QT09,상시채용,서울전체,경력 12~15년,석사↑,정규직
시스템 소프트웨어 개발자(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45076068&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,펜타시큐리티시스템(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09,상시채용,서울전체,신입·경력,학력무관,정규직
㈜캠시스 CM연구소 및 카메라솔루션팀 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45374271&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,㈜캠시스,https://www.saramin.co.kr/zf_user/company-info/view?csn=cVYvcTJuMitCaEptRlVQbHpCdExuQT09,상시채용,인천 연수구,경력 3~10년,대졸↑,정규직
[한컴자회사] 국방개발 분야 경력/신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45161403&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)한컴라이프케어,https://www.saramin.co.kr/zf_user/company-info/view?csn=Rm5qRko0UmdhQUdzQndlMEM5TlB1QT09,~ 04/29(토),경기 용인시 처인구,경력무관,대졸↑,정규직·계약직
고려대학교 Human-inspired AI 연구소 전문연구요원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45370896&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,고려대학교산학협력단,https://www.saramin.co.kr/zf_user/company-info/view?csn=WnRsNWJ6a0FJQUpqMlU1WHJIMUFnQT09,~ 04/16(일),서울 성북구,경력무관,석사↑,정규직
AI(인공지능) 연구원 개발직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45377149&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)아이스크림미디어,https://www.saramin.co.kr/zf_user/company-info/view?csn=TjAwT2RWYjM0bnU5WldvM3UxMzRWUT09,~ 04/28(금),경기 성남시 분당구,경력무관﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,초대졸↑,정규직
정보보안 시스템 운영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45203367&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)위메이드,https://www.saramin.co.kr/zf_user/company-info/view?csn=Rkt1ejR6ZE10azN4QUJTNUJBbUxoQT09,~ 04/30(일),경기전체,경력 3~10년,학력무관,정규직
[제이에스티나] CRM부문 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45394367&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)제이에스티나,https://www.saramin.co.kr/zf_user/company-info/view?csn=L0lweUpLYnRGZ3FhalIxUmlXZEVtdz09,~ 05/30(화),서울 송파구,경력 2~10년,초대졸↑,정규직
"C/C++, C# 연구개발-대전 기술연구소",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45101458&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)픽소니어,https://www.saramin.co.kr/zf_user/company-info/view?csn=R0J1MEczcEc5UHBrcVBGYld6RGhXdz09,채용시,대전 유성구,경력무관,대졸↑,정규직
[에이피알] 각 부문별 인턴/신입사원 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45128569&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)에이피알,https://www.saramin.co.kr/zf_user/company-info/view?csn=enlCQ0hyemtVRlFtRTJLMnI3dXp0Zz09,채용시,서울 송파구,신입,대졸↑,정규직·인턴직
[토스뱅크] CSS Modeler (신용평가모형),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45021741&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)비바리퍼블리카,https://www.saramin.co.kr/zf_user/company-info/view?csn=N1dNM0tWQ2dRVTBkTHJOSTNYZStpdz09,채용시,서울 강남구,경력 4~15년,학력무관,정규직
AI 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45223607&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)크레버스,https://www.saramin.co.kr/zf_user/company-info/view?csn=REVGcllSSlZBZHQyN0xTREY0bVAwUT09,상시채용,서울전체,경력 5~10년,석사↑,정규직
"웹개발 정규직 모집 공고(신입, 경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45001599&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)미래로시스템,https://www.saramin.co.kr/zf_user/company-info/view?csn=dWVLZmRMUTF6azdJbHZXTnN0YWJZZz09,~ 04/08(토),경기 용인시 기흥구,경력무관,초대졸↑,정규직
[서울 본사] RPA 프로그램 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45361911&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,아이씨뱅큐(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=cHJsOERpeU1TM3d3S3RidDJKek9FZz09,~ 04/27(목),서울 금천구,경력무관,초대졸↑,정규직
[YES24]MS-SQL / MySQL DB 운영 및 관리 경력직(정규직)채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45351889&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,예스이십사(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bHdyUGxOQjVzNlBPbFpCT0YvakRPQT09,~ 04/23(일),서울 영등포구,경력2년↑,초대졸↑,정규직
IT인프라 담당자 신입채용 (운영/관리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45227253&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,기웅정보통신(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=aFRxRk1VRlhZU3dTZUYzOUtHZ﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿WN2UT09,~ 04/08(토),서울 금천구,신입·경력,초대졸↑,정규직
DA(Data Analyst),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45361549&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fca8cf9a-8452-43dd-ba73-fcbccc1084a1,(주)위메이드,https://www.saramin.co.kr/zf_user/company-info/view?csn=Rkt1ejR6ZE10azN4QUJTNUJBbUxoQT09,~ 04/30(일),경기전체,경력 5~10년,학력무관,정규직
